Time;mbcTimestepError;mbcTimestepErrorRelative;mbcError;mbcErrorRelative;mbcErrorCelia;mbcErrorCeliaTimestep;mbcDiffTWC;mbcDiffRelativeTWC;mbcTotalInflow;mbcDiffTWCTimestep;mbcTimestepInflow;
3600.087;2.2286138e-19;8.1815158e-12;-1.9710638e-16;-7.2360152e-09;1.0194846;1.0191666;1.0313107e-14;3.7860673e-07;1.0116001e-14;1.1850444e-17;1.1627583e-17;
3600.0871;2.2287131e-19;8.1818806e-12;-1.9732925e-16;-7.2441971e-09;1.0194843;1.0191675;1.0324958e-14;3.7904177e-07;1.0127628e-14;1.1850454e-17;1.1627583e-17;
3600.0872;2.2286801e-19;8.1817595e-12;-1.9755211e-16;-7.2523789e-09;1.0194839;1.0191672;1.0336808e-14;3.7947682e-07;1.0139256e-14;1.1850451e-17;1.1627583e-17;
3600.0873;2.2285148e-19;8.1811525e-12;-1.9777497e-16;-7.26056e-09;1.0194835;1.0191658;1.0348658e-14;3.7991186e-07;1.0150883e-14;1.1850434e-17;1.1627583e-17;
3600.0874;2.2285149e-19;8.1811528e-12;-1.9799782e-16;-7.2687412e-09;1.0194832;1.0191658;1.0360509e-14;3.8034691e-07;1.0162511e-14;1.1850434e-17;1.1627583e-17;
3600.0875;2.2284819e-19;8.1810317e-12;-1.9822067e-16;-7.2769222e-09;1.0194828;1.0191655;1.0372359e-14;3.8078195e-07;1.0174139e-14;1.1850431e-17;1.1627583e-17;
3600.0876;2.2283827e-19;8.1806677e-12;-1.984435e-16;-7.2851029e-09;1.0194824;1.0191646;1.038421e-14;3.8121699e-07;1.0185766e-14;1.1850421e-17;1.1627583e-17;
3600.0877;2.2281843e-19;8.1799392e-12;-1.9866632e-16;-7.2932828e-09;1.0194821;1.0191629;1.039606e-14;3.8165204e-07;1.0197394e-14;1.1850401e-17;1.1627583e-17;
3600.0878;2.2283167e-19;8.1804254e-12;-1.9888915e-16;-7.3014632e-09;1.0194817;1.0191641;1.0407911e-14;3.8208708e-07;1.0209021e-14;1.1850414e-17;1.1627583e-17;
3600.0879;2.2281514e-19;8.1798185e-12;-1.9911197e-16;-7.309643e-09;1.0194813;1.0191626;1.0419761e-14;3.8252212e-07;1.0220649e-14;1.1850398e-17;1.1627583e-17;
3600.088;2.2282508e-19;8.1801832e-12;-1.9933479e-16;-7.3178232e-09;1.019481;1.0191635;1.0431611e-14;3.8295716e-07;1.0232277e-14;1.1850408e-17;1.1627583e-17;
3600.0881;2.2280192e-19;8.1793333e-12;-1.995576e-16;-7.3260026e-09;1.0194806;1.0191615;1.0443462e-14;3.8339221e-07;1.0243904e-14;1.1850385e-17;1.1627583e-17;
3600.0882;2.2279532e-19;8.1790907e-12;-1.9978039e-16;-7.3341816e-09;1.0194803;1.0191609;1.0455312e-14;3.8382725e-07;1.0255532e-14;1.1850378e-17;1.1627583e-17;
3600.0883;2.2278209e-19;8.1786052e-12;-2.0000317e-16;-7.3423602e-09;1.0194799;1.0191598;1.0467162e-14;3.8426229e-07;1.0267159e-14;1.1850365e-17;1.1627583e-17;
3600.0884;2.2279864e-19;8.1792129e-12;-2.0022597e-16;-7.3505395e-09;1.0194795;1.0191612;1.0479013e-14;3.8469733e-07;1.0278787e-14;1.1850381e-17;1.1627583e-17;
3600.0885;2.2276557e-19;8.1779986e-12;-2.0044874e-16;-7.3587174e-09;1.0194792;1.0191584;1.0490863e-14;3.8513237e-07;1.0290414e-14;1.1850348e-17;1.1627583e-17;
3600.0886;2.2277219e-19;8.1782419e-12;-2.0067151e-16;-7.3668957e-09;1.0194788;1.0191589;1.0502714e-14;3.8556741e-07;1.0302042e-14;1.1850355e-17;1.1627583e-17;
3600.0887;2.2277551e-19;8.1783637e-12;-2.0089429e-16;-7.375074e-09;1.0194784;1.0191592;1.0514564e-14;3.8600245e-07;1.031367e-14;1.1850358e-17;1.1627583e-17;
3600.0888;2.227656e-19;8.1779997e-12;-2.0111705e-16;-7.383252e-09;1.0194781;1.0191584;1.0526414e-14;3.8643749e-07;1.0325297e-14;1.1850348e-17;1.1627583e-17;
3600.0889;2.2273914e-19;8.1770283e-12;-2.0133979e-16;-7.3914291e-09;1.0194777;1.0191561;1.0538265e-14;3.8687253e-07;1.0336925e-14;1.1850322e-17;1.1627583e-17;
3600.089;2.2276892e-19;8.1781218e-12;-2.0156256e-16;-7.3996072e-09;1.0194774;1.0191587;1.0550115e-14;3.8730758e-07;1.0348552e-14;1.1850352e-17;1.1627583e-17;
3600.0891;2.2272592e-19;8.1765431e-12;-2.0178529e-16;-7.4077837e-09;1.019477;1.019155;1.0561965e-14;3.8774261e-07;1.036018e-14;1.1850309e-17;1.1627583e-17;
3600.0892;2.2273255e-19;8.1767864e-12;-2.0200802e-16;-7.4159605e-09;1.0194766;1.0191555;1.0573816e-14;3.8817765e-07;1.0371808e-14;1.1850315e-17;1.1627583e-17;
3600.0893;2.2272925e-19;8.1766653e-12;-2.0223075e-16;-7.4241372e-09;1.0194763;1.0191552;1.0585666e-14;3.8861269e-07;1.0383435e-14;1.1850312e-17;1.1627583e-17;
3600.0894;2.2271933e-19;8.1763012e-12;-2.0245347e-16;-7.4323135e-09;1.0194759;1.0191544;1.0597516e-14;3.8904773e-07;1.0395063e-14;1.1850302e-17;1.1627583e-17;
3600.0895;2.2271934e-19;8.1763016e-12;-2.0267619e-16;-7.4404898e-09;1.0194756;1.0191544;1.0609366e-14;3.8948277e-07;1.040669e-14;1.1850302e-17;1.1627583e-17;
3600.0896;2.226995e-19;8.1755732e-12;-2.0289889e-16;-7.4486653e-09;1.0194752;1.0191527;1.0621217e-14;3.8991781e-07;1.0418318e-14;1.1850282e-17;1.1627583e-17;
3600.0897;2.2272598e-19;8.1765452e-12;-2.0312161e-16;-7.4568419e-09;1.0194748;1.019155;1.0633067e-14;3.9035285e-07;1.0429945e-14;1.1850309e-17;1.1627583e-17;
3600.0898;2.2267967e-19;8.1748451e-12;-2.0334429e-16;-7.4650167e-09;1.0194745;1.019151;1.0644917e-14;3.9078789e-07;1.0441573e-14;1.1850262e-17;1.1627583e-17;
3600.0899;2.2269291e-19;8.1753313e-12;-2.0356698e-16;-7.473192e-09;1.0194741;1.0191521;1.0656768e-14;3.9122292e-07;1.0453201e-14;1.1850275e-17;1.1627583e-17;
3600.09;2.2267638e-19;8.1747243e-12;-2.0378966e-16;-7.4813668e-09;1.0194738;1.0191507;1.0668618e-14;3.9165796e-07;1.0464828e-14;1.1850259e-17;1.1627583e-17;
3600.0901;2.2267639e-19;8.1747247e-12;-2.0401234e-16;-7.4895415e-09;1.0194734;1.0191507;1.0680468e-14;3.92093e-07;1.0476456e-14;1.1850259e-17;1.1627583e-17;
3600.0902;2.226797e-19;8.1748465e-12;-2.0423502e-16;-7.4977163e-09;1.0194731;1.019151;1.0692318e-14;3.9252804e-07;1.0488083e-14;1.1850262e-17;1.1627583e-17;
3600.0903;2.2265655e-19;8.1739966e-12;-2.0445767e-16;-7.5058903e-09;1.0194727;1.019149;1.0704169e-14;3.9296307e-07;1.0499711e-14;1.1850239e-17;1.1627583e-17;
3600.0904;2.2265325e-19;8.1738755e-12;-2.0468033e-16;-7.5140642e-09;1.0194723;1.0191487;1.0716019e-14;3.9339811e-07;1.0511339e-14;1.1850236e-17;1.1627583e-17;
3600.0905;2.226665e-19;8.1743617e-12;-2.0490299e-16;-7.5222386e-09;1.019472;1.0191499;1.0727869e-14;3.9383315e-07;1.0522966e-14;1.1850249e-17;1.1627583e-17;
3600.0906;2.2264004e-19;8.1733903e-12;-2.0512563e-16;-7.5304119e-09;1.0194716;1.0191476;1.0739719e-14;3.9426818e-07;1.0534594e-14;1.1850223e-17;1.1627583e-17;
3600.0907;2.2264005e-19;8.1733907e-12;-2.0534827e-16;-7.5385853e-09;1.0194713;1.0191476;1.075157e-14;3.9470322e-07;1.0546221e-14;1.1850223e-17;1.1627582e-17;
3600.0908;2.2263675e-19;8.1732695e-12;-2.0557091e-16;-7.5467586e-09;1.0194709;1.0191473;1.076342e-14;3.9513826e-07;1.0557849e-14;1.1850219e-17;1.1627582e-17;
3600.0909;2.2263014e-19;8.173027e-12;-2.0579354e-16;-7.5549316e-09;1.0194706;1.0191467;1.077527e-14;3.9557329e-07;1.0569476e-14;1.1850213e-17;1.1627582e-17;
3600.091;2.2260699e-19;8.172177e-12;-2.0601615e-16;-7.5631038e-09;1.0194702;1.0191447;1.078712e-14;3.9600833e-07;1.0581104e-14;1.1850189e-17;1.1627582e-17;
3600.0911;2.2262685e-19;8.1729062e-12;-2.0623877e-16;-7.5712767e-09;1.0194698;1.0191464;1.079897e-14;3.9644336e-07;1.0592732e-14;1.1850209e-17;1.1627582e-17;
3600.0912;2.2260039e-19;8.1719348e-12;-2.0646137e-16;-7.5794486e-09;1.0194695;1.0191442;1.0810821e-14;3.968784e-07;1.0604359e-14;1.1850183e-17;1.1627582e-17;
3600.0913;2.2259709e-19;8.1718137e-12;-2.0668397e-16;-7.5876204e-09;1.0194691;1.0191439;1.0822671e-14;3.9731343e-07;1.0615987e-14;1.185018e-17;1.1627582e-17;
3600.0914;2.2260041e-19;8.1719355e-12;-2.0690657e-16;-7.5957924e-09;1.0194688;1.0191442;1.0834521e-14;3.9774847e-07;1.0627614e-14;1.1850183e-17;1.1627582e-17;
3600.0915;2.2258057e-19;8.1712071e-12;-2.0712915e-16;-7.6039636e-09;1.0194684;1.0191425;1.0846371e-14;3.981835e-07;1.0639242e-14;1.1850163e-17;1.1627582e-17;
3600.0916;2.2260043e-19;8.1719362e-12;-2.0735175e-16;-7.6121355e-09;1.0194681;1.0191442;1.0858221e-14;3.9861853e-07;1.065087e-14;1.1850183e-17;1.1627582e-17;
3600.0917;2.2256735e-19;8.1707219e-12;-2.0757432e-16;-7.6203062e-09;1.0194677;1.0191413;1.0870071e-14;3.9905357e-07;1.0662497e-14;1.185015e-17;1.1627582e-17;
3600.0918;2.2256405e-19;8.1706008e-12;-2.0779688e-16;-7.6284768e-09;1.0194673;1.019141;1.0881922e-14;3.994886e-07;1.0674125e-14;1.1850146e-17;1.1627582e-17;
3600.0919;2.2255744e-19;8.1703582e-12;-2.0801944e-16;-7.6366472e-09;1.019467;1.0191405;1.0893772e-14;3.9992363e-07;1.0685752e-14;1.185014e-17;1.1627582e-17;
3600.092;2.2255745e-19;8.1703586e-12;-2.08242e-16;-7.6448175e-09;1.0194666;1.0191405;1.0905622e-14;4.0035867e-07;1.069738e-14;1.185014e-17;1.1627582e-17;
3600.0921;2.2255746e-19;8.1703589e-12;-2.0846456e-16;-7.6529879e-09;1.0194663;1.0191405;1.0917472e-14;4.007937e-07;1.0709007e-14;1.185014e-17;1.1627582e-17;
3600.0922;2.2256078e-19;8.1704808e-12;-2.0868712e-16;-7.6611584e-09;1.0194659;1.0191408;1.0929322e-14;4.0122873e-07;1.0720635e-14;1.1850143e-17;1.1627582e-17;
3600.0923;2.2252109e-19;8.1690235e-12;-2.0890964e-16;-7.6693274e-09;1.0194656;1.0191373;1.0941172e-14;4.0166377e-07;1.0732263e-14;1.1850103e-17;1.1627582e-17;
3600.0924;2.2252771e-19;8.1692668e-12;-2.0913217e-16;-7.6774967e-09;1.0194652;1.0191379;1.0953022e-14;4.020988e-07;1.074389e-14;1.185011e-17;1.1627582e-17;
3600.0925;2.2252111e-19;8.1690242e-12;-2.0935469e-16;-7.6856657e-09;1.0194649;1.0191373;1.0964872e-14;4.0253383e-07;1.0755518e-14;1.1850103e-17;1.1627582e-17;
3600.0926;2.2252773e-19;8.1692675e-12;-2.0957721e-16;-7.6938349e-09;1.0194645;1.0191379;1.0976723e-14;4.0296886e-07;1.0767145e-14;1.185011e-17;1.1627582e-17;
3600.0927;2.2252443e-19;8.1691464e-12;-2.0979974e-16;-7.7020041e-09;1.0194642;1.0191376;1.0988573e-14;4.0340389e-07;1.0778773e-14;1.1850107e-17;1.1627582e-17;
3600.0928;2.2248805e-19;8.1678106e-12;-2.1002223e-16;-7.7101719e-09;1.0194638;1.0191345;1.1000423e-14;4.0383892e-07;1.07904e-14;1.185007e-17;1.1627582e-17;
3600.0929;2.2251453e-19;8.1687827e-12;-2.1024474e-16;-7.7183407e-09;1.0194635;1.0191368;1.1012273e-14;4.0427396e-07;1.0802028e-14;1.1850097e-17;1.1627582e-17;
3600.093;2.2247814e-19;8.1674469e-12;-2.1046722e-16;-7.7265081e-09;1.0194631;1.0191337;1.1024123e-14;4.0470899e-07;1.0813656e-14;1.185006e-17;1.1627582e-17;
3600.0931;2.2251124e-19;8.168662e-12;-2.1068973e-16;-7.7346768e-09;1.0194627;1.0191365;1.1035973e-14;4.0514402e-07;1.0825283e-14;1.1850094e-17;1.1627582e-17;
3600.0932;2.2247816e-19;8.1674476e-12;-2.1091221e-16;-7.7428442e-09;1.0194624;1.0191337;1.1047823e-14;4.0557905e-07;1.0836911e-14;1.185006e-17;1.1627582e-17;
3600.0933;2.2247155e-19;8.1672051e-12;-2.1113468e-16;-7.7510114e-09;1.019462;1.0191331;1.1059673e-14;4.0601408e-07;1.0848538e-14;1.1850054e-17;1.1627582e-17;
3600.0934;2.2246825e-19;8.167084e-12;-2.1135715e-16;-7.7591785e-09;1.0194617;1.0191328;1.1071523e-14;4.0644911e-07;1.0860166e-14;1.185005e-17;1.1627582e-17;
3600.0935;2.2245503e-19;8.1665984e-12;-2.115796e-16;-7.7673451e-09;1.0194613;1.0191317;1.1083373e-14;4.0688414e-07;1.0871794e-14;1.1850037e-17;1.1627582e-17;
3600.0936;2.2246165e-19;8.1668417e-12;-2.1180207e-16;-7.7755119e-09;1.019461;1.0191322;1.1095223e-14;4.0731917e-07;1.0883421e-14;1.1850044e-17;1.1627582e-17;
3600.0937;2.2244512e-19;8.1662347e-12;-2.1202451e-16;-7.7836782e-09;1.0194606;1.0191308;1.1107073e-14;4.0775419e-07;1.0895049e-14;1.1850027e-17;1.1627582e-17;
3600.0938;2.2245175e-19;8.166478e-12;-2.1224696e-16;-7.7918446e-09;1.0194603;1.0191314;1.1118923e-14;4.0818922e-07;1.0906676e-14;1.1850034e-17;1.1627582e-17;
3600.0939;2.224319e-19;8.1657496e-12;-2.1246939e-16;-7.8000104e-09;1.0194599;1.0191297;1.1130773e-14;4.0862425e-07;1.0918304e-14;1.1850014e-17;1.1627582e-17;
3600.094;2.2243522e-19;8.1658714e-12;-2.1269183e-16;-7.8081763e-09;1.0194596;1.01913;1.1142623e-14;4.0905928e-07;1.0929931e-14;1.1850017e-17;1.1627582e-17;
3600.0941;2.22422e-19;8.1653859e-12;-2.1291425e-16;-7.8163416e-09;1.0194592;1.0191288;1.1154473e-14;4.0949431e-07;1.0941559e-14;1.1850004e-17;1.1627582e-17;
3600.0942;2.2242532e-19;8.1655077e-12;-2.1313668e-16;-7.8245071e-09;1.0194589;1.0191291;1.1166323e-14;4.0992934e-07;1.0953187e-14;1.1850007e-17;1.1627582e-17;
3600.0943;2.2241871e-19;8.1652651e-12;-2.133591e-16;-7.8326724e-09;1.0194585;1.0191285;1.1178173e-14;4.1036436e-07;1.0964814e-14;1.1850001e-17;1.1627582e-17;
3600.0944;2.2239886e-19;8.1645367e-12;-2.1358149e-16;-7.8408369e-09;1.0194582;1.0191268;1.1190023e-14;4.1079939e-07;1.0976442e-14;1.1849981e-17;1.1627582e-17;
3600.0945;2.2238895e-19;8.1641726e-12;-2.1380388e-16;-7.8490011e-09;1.0194578;1.019126;1.1201873e-14;4.1123442e-07;1.0988069e-14;1.1849971e-17;1.1627582e-17;
3600.0946;2.2239558e-19;8.1644159e-12;-2.1402628e-16;-7.8571655e-09;1.0194575;1.0191266;1.1213723e-14;4.1166945e-07;1.0999697e-14;1.1849978e-17;1.1627582e-17;
3600.0947;2.2240882e-19;8.1649022e-12;-2.1424869e-16;-7.8653304e-09;1.0194571;1.0191277;1.1225573e-14;4.1210447e-07;1.1011325e-14;1.1849991e-17;1.1627582e-17;
3600.0948;2.2237243e-19;8.1635664e-12;-2.1447106e-16;-7.873494e-09;1.0194568;1.0191246;1.1237423e-14;4.125395e-07;1.1022952e-14;1.1849955e-17;1.1627582e-17;
3600.0949;2.223923e-19;8.1642955e-12;-2.1469345e-16;-7.8816583e-09;1.0194564;1.0191263;1.1249273e-14;4.1297453e-07;1.103458e-14;1.1849974e-17;1.1627582e-17;
3600.095;2.2236253e-19;8.1632027e-12;-2.1491581e-16;-7.8898215e-09;1.0194561;1.0191237;1.1261123e-14;4.1340955e-07;1.1046207e-14;1.1849945e-17;1.1627582e-17;
3600.0951;2.2237246e-19;8.1635674e-12;-2.1513819e-16;-7.897985e-09;1.0194557;1.0191246;1.1272973e-14;4.1384458e-07;1.1057835e-14;1.1849955e-17;1.1627582e-17;
3600.0952;2.2233938e-19;8.1623531e-12;-2.1536053e-16;-7.9061474e-09;1.0194554;1.0191217;1.1284823e-14;4.142796e-07;1.1069462e-14;1.1849921e-17;1.1627582e-17;
3600.0953;2.2236917e-19;8.1634467e-12;-2.155829e-16;-7.9143108e-09;1.019455;1.0191243;1.1296673e-14;4.1471463e-07;1.108109e-14;1.1849951e-17;1.1627582e-17;
3600.0954;2.223394e-19;8.1623538e-12;-2.1580524e-16;-7.9224732e-09;1.0194547;1.0191217;1.1308523e-14;4.1514966e-07;1.1092718e-14;1.1849921e-17;1.1627582e-17;
3600.0955;2.2234272e-19;8.1624757e-12;-2.1602758e-16;-7.9306357e-09;1.0194543;1.019122;1.1320373e-14;4.1558468e-07;1.1104345e-14;1.1849925e-17;1.1627582e-17;
3600.0956;2.2233281e-19;8.1621116e-12;-2.1624991e-16;-7.9387978e-09;1.019454;1.0191212;1.1332223e-14;4.1601971e-07;1.1115973e-14;1.1849915e-17;1.1627582e-17;
3600.0957;2.2231958e-19;8.1616261e-12;-2.1647223e-16;-7.9469594e-09;1.0194536;1.01912;1.1344073e-14;4.1645473e-07;1.11276e-14;1.1849902e-17;1.1627582e-17;
3600.0958;2.2231959e-19;8.1616265e-12;-2.1669455e-16;-7.955121e-09;1.0194533;1.01912;1.1355923e-14;4.1688975e-07;1.1139228e-14;1.1849902e-17;1.1627582e-17;
3600.0959;2.2231629e-19;8.1615053e-12;-2.1691687e-16;-7.9632825e-09;1.0194529;1.0191197;1.1367772e-14;4.1732478e-07;1.1150856e-14;1.1849898e-17;1.1627582e-17;
3600.096;2.2230637e-19;8.1611413e-12;-2.1713917e-16;-7.9714436e-09;1.0194526;1.0191189;1.1379622e-14;4.177598e-07;1.1162483e-14;1.1849888e-17;1.1627582e-17;
3600.0961;2.2230638e-19;8.1611417e-12;-2.1736148e-16;-7.9796048e-09;1.0194522;1.0191189;1.1391472e-14;4.1819483e-07;1.1174111e-14;1.1849888e-17;1.1627582e-17;
3600.0962;2.2229316e-19;8.1606561e-12;-2.1758377e-16;-7.9877654e-09;1.0194519;1.0191177;1.1403322e-14;4.1862985e-07;1.1185738e-14;1.1849875e-17;1.1627582e-17;
3600.0963;2.2227332e-19;8.1599277e-12;-2.1780605e-16;-7.9959254e-09;1.0194515;1.019116;1.1415172e-14;4.1906487e-07;1.1197366e-14;1.1849855e-17;1.1627582e-17;
3600.0964;2.2229318e-19;8.1606569e-12;-2.1802834e-16;-8.004086e-09;1.0194512;1.0191177;1.1427022e-14;4.194999e-07;1.1208993e-14;1.1849875e-17;1.1627582e-17;
3600.0965;2.2227333e-19;8.1599284e-12;-2.1825061e-16;-8.0122459e-09;1.0194508;1.019116;1.1438872e-14;4.1993492e-07;1.1220621e-14;1.1849855e-17;1.1627582e-17;
3600.0966;2.2228989e-19;8.1605361e-12;-2.184729e-16;-8.0204065e-09;1.0194505;1.0191175;1.1450722e-14;4.2036994e-07;1.1232249e-14;1.1849872e-17;1.1627582e-17;
3600.0967;2.2226012e-19;8.1594432e-12;-2.1869516e-16;-8.0285659e-09;1.0194502;1.0191149;1.1462571e-14;4.2080496e-07;1.1243876e-14;1.1849842e-17;1.1627582e-17;
3600.0968;2.2227005e-19;8.159808e-12;-2.1891743e-16;-8.0367257e-09;1.0194498;1.0191158;1.1474421e-14;4.2123999e-07;1.1255504e-14;1.1849852e-17;1.1627582e-17;
3600.0969;2.2223036e-19;8.1583507e-12;-2.1913966e-16;-8.0448841e-09;1.0194495;1.0191123;1.1486271e-14;4.2167501e-07;1.1267131e-14;1.1849812e-17;1.1627582e-17;
3600.097;2.2226015e-19;8.1594443e-12;-2.1936192e-16;-8.0530435e-09;1.0194491;1.0191149;1.1498121e-14;4.2211003e-07;1.1278759e-14;1.1849842e-17;1.1627582e-17;
3600.0971;2.222403e-19;8.1587159e-12;-2.1958416e-16;-8.0612022e-09;1.0194488;1.0191132;1.1509971e-14;4.2254505e-07;1.1290387e-14;1.1849822e-17;1.1627582e-17;
3600.0972;2.2224031e-19;8.1587162e-12;-2.198064e-16;-8.0693609e-09;1.0194484;1.0191132;1.1521821e-14;4.2298007e-07;1.1302014e-14;1.1849822e-17;1.1627582e-17;
3600.0973;2.2222047e-19;8.1579878e-12;-2.2002862e-16;-8.0775189e-09;1.0194481;1.0191115;1.153367e-14;4.2341509e-07;1.1313642e-14;1.1849802e-17;1.1627582e-17;
3600.0974;2.2221717e-19;8.1578667e-12;-2.2025084e-16;-8.0856768e-09;1.0194477;1.0191112;1.154552e-14;4.2385011e-07;1.1325269e-14;1.1849799e-17;1.1627582e-17;
3600.0975;2.222238e-19;8.1581099e-12;-2.2047306e-16;-8.0938349e-09;1.0194474;1.0191118;1.155737e-14;4.2428513e-07;1.1336897e-14;1.1849806e-17;1.1627582e-17;
3600.0976;2.2220727e-19;8.157503e-12;-2.2069527e-16;-8.1019924e-09;1.019447;1.0191104;1.156922e-14;4.2472015e-07;1.1348524e-14;1.1849789e-17;1.1627582e-17;
3600.0977;2.2221389e-19;8.1577463e-12;-2.2091749e-16;-8.1101501e-09;1.0194467;1.0191109;1.1581069e-14;4.2515517e-07;1.1360152e-14;1.1849796e-17;1.1627582e-17;
3600.0978;2.2219736e-19;8.1571393e-12;-2.2113968e-16;-8.1183073e-09;1.0194464;1.0191095;1.1592919e-14;4.2559019e-07;1.137178e-14;1.1849779e-17;1.1627582e-17;
3600.0979;2.2220729e-19;8.157504e-12;-2.2136189e-16;-8.1264648e-09;1.019446;1.0191104;1.1604769e-14;4.2602521e-07;1.1383407e-14;1.1849789e-17;1.1627582e-17;
3600.098;2.2216098e-19;8.1558038e-12;-2.2158405e-16;-8.1346206e-09;1.0194457;1.0191064;1.1616619e-14;4.2646023e-07;1.1395035e-14;1.1849743e-17;1.1627582e-17;
3600.0981;2.2217753e-19;8.1564115e-12;-2.2180623e-16;-8.142777e-09;1.0194453;1.0191078;1.1628469e-14;4.2689525e-07;1.1406662e-14;1.1849759e-17;1.1627582e-17;
3600.0982;2.2218416e-19;8.1566548e-12;-2.2202841e-16;-8.1509336e-09;1.019445;1.0191084;1.1640318e-14;4.2733027e-07;1.141829e-14;1.1849766e-17;1.1627582e-17;
3600.0983;2.2216101e-19;8.1558049e-12;-2.2225057e-16;-8.1590894e-09;1.0194446;1.0191064;1.1652168e-14;4.2776529e-07;1.1429918e-14;1.1849743e-17;1.1627582e-17;
3600.0984;2.2217756e-19;8.1564126e-12;-2.2247275e-16;-8.1672458e-09;1.0194443;1.0191078;1.1664018e-14;4.2820031e-07;1.1441545e-14;1.1849759e-17;1.1627582e-17;
3600.0985;2.2214779e-19;8.1553198e-12;-2.226949e-16;-8.1754011e-09;1.0194439;1.0191052;1.1675868e-14;4.2863533e-07;1.1453173e-14;1.184973e-17;1.1627582e-17;
3600.0986;2.2213788e-19;8.1549557e-12;-2.2291704e-16;-8.1835561e-09;1.0194436;1.0191044;1.1687717e-14;4.2907034e-07;1.14648e-14;1.184972e-17;1.1627582e-17;
3600.0987;2.2216105e-19;8.1558063e-12;-2.231392e-16;-8.1917119e-09;1.0194433;1.0191064;1.1699567e-14;4.2950536e-07;1.1476428e-14;1.1849743e-17;1.1627582e-17;
3600.0988;2.2212797e-19;8.154592e-12;-2.2336133e-16;-8.1998665e-09;1.0194429;1.0191035;1.1711417e-14;4.2994038e-07;1.1488055e-14;1.184971e-17;1.1627582e-17;
3600.0989;2.2212798e-19;8.1545924e-12;-2.2358345e-16;-8.2080211e-09;1.0194426;1.0191035;1.1723266e-14;4.303754e-07;1.1499683e-14;1.184971e-17;1.1627582e-17;
3600.099;2.2213461e-19;8.1548357e-12;-2.2380559e-16;-8.2161759e-09;1.0194422;1.0191041;1.1735116e-14;4.3081042e-07;1.1511311e-14;1.1849716e-17;1.1627582e-17;
3600.0991;2.2212469e-19;8.1544716e-12;-2.2402771e-16;-8.2243304e-09;1.0194419;1.0191033;1.1746966e-14;4.3124543e-07;1.1522938e-14;1.1849706e-17;1.1627582e-17;
3600.0992;2.2210154e-19;8.1536217e-12;-2.2424982e-16;-8.232484e-09;1.0194415;1.0191013;1.1758816e-14;4.3168045e-07;1.1534566e-14;1.1849683e-17;1.1627582e-17;
3600.0993;2.2211478e-19;8.1541079e-12;-2.2447193e-16;-8.2406381e-09;1.0194412;1.0191024;1.1770665e-14;4.3211547e-07;1.1546193e-14;1.1849696e-17;1.1627582e-17;
3600.0994;2.2209825e-19;8.1535009e-12;-2.2469403e-16;-8.2487916e-09;1.0194409;1.019101;1.1782515e-14;4.3255048e-07;1.1557821e-14;1.184968e-17;1.1627582e-17;
3600.0995;2.2209826e-19;8.1535013e-12;-2.2491613e-16;-8.2569451e-09;1.0194405;1.019101;1.1794365e-14;4.329855e-07;1.1569448e-14;1.184968e-17;1.1627582e-17;
3600.0996;2.2207511e-19;8.1526514e-12;-2.251382e-16;-8.2650977e-09;1.0194402;1.019099;1.1806214e-14;4.3342051e-07;1.1581076e-14;1.1849657e-17;1.1627582e-17;
3600.0997;2.2210821e-19;8.1538664e-12;-2.2536031e-16;-8.2732516e-09;1.0194398;1.0191018;1.1818064e-14;4.3385553e-07;1.1592704e-14;1.184969e-17;1.1627582e-17;
3600.0998;2.2207513e-19;8.1526521e-12;-2.2558238e-16;-8.2814043e-09;1.0194395;1.019099;1.1829914e-14;4.3429055e-07;1.1604331e-14;1.1849657e-17;1.1627582e-17;
3600.0999;2.2204867e-19;8.1516807e-12;-2.2580443e-16;-8.2895559e-09;1.0194392;1.0190967;1.1841763e-14;4.3472556e-07;1.1615959e-14;1.184963e-17;1.1627582e-17;
3600.1;2.2208176e-19;8.1528957e-12;-2.2602652e-16;-8.2977088e-09;1.0194388;1.0190996;1.1853613e-14;4.3516058e-07;1.1627586e-14;1.1849663e-17;1.1627582e-17;
3600.1001;2.2206192e-19;8.1521673e-12;-2.2624858e-16;-8.305861e-09;1.0194385;1.0190979;1.1865463e-14;4.3559559e-07;1.1639214e-14;1.1849644e-17;1.1627582e-17;
3600.1002;2.2205531e-19;8.1519247e-12;-2.2647063e-16;-8.3140129e-09;1.0194381;1.0190973;1.1877312e-14;4.360306e-07;1.1650842e-14;1.1849637e-17;1.1627582e-17;
3600.1003;2.2204209e-19;8.1514392e-12;-2.2669267e-16;-8.3221643e-09;1.0194378;1.0190962;1.1889162e-14;4.3646562e-07;1.1662469e-14;1.1849624e-17;1.1627582e-17;
3600.1004;2.2203879e-19;8.1513181e-12;-2.2691471e-16;-8.3303157e-09;1.0194375;1.0190959;1.1901011e-14;4.3690063e-07;1.1674097e-14;1.184962e-17;1.1627582e-17;
3600.1005;2.2204872e-19;8.1516828e-12;-2.2713676e-16;-8.3384673e-09;1.0194371;1.0190967;1.1912861e-14;4.3733565e-07;1.1685724e-14;1.184963e-17;1.1627582e-17;
3600.1006;2.2202557e-19;8.1508329e-12;-2.2735879e-16;-8.3466182e-09;1.0194368;1.0190947;1.1924711e-14;4.3777066e-07;1.1697352e-14;1.1849607e-17;1.1627582e-17;
